mode,task,trial,turn,completion_tokens,prompt_tokens,total_tokens,reasoning_tokens,latency_s
Qwen3-4B-think,HumanEval_138,4,1,1006,525,1531,0,10.824232
Qwen3-4B-think,HumanEval_139,0,1,1467,545,2012,0,15.781222
Qwen3-4B-think,HumanEval_139,1,1,1433,545,1978,0,15.346658
Qwen3-4B-think,HumanEval_139,2,1,1563,545,2108,0,16.748884
Qwen3-4B-think,HumanEval_139,3,1,1559,545,2104,0,16.727755
Qwen3-4B-think,HumanEval_139,4,1,1462,545,2007,0,15.647983
Qwen3-4B-think,HumanEval_14,0,1,582,507,1089,0,6.342937
Qwen3-4B-think,HumanEval_14,1,1,841,507,1348,0,9.072617
Qwen3-4B-think,HumanEval_14,2,1,876,507,1383,0,9.428894
Qwen3-4B-think,HumanEval_14,3,1,626,507,1133,0,6.832234
Qwen3-4B-think,HumanEval_14,4,1,663,507,1170,0,7.201107
Qwen3-4B-think,HumanEval_140,0,1,3463,554,4017,0,37.282859
Qwen3-4B-think,HumanEval_140,1,1,3976,554,4530,0,42.902887
Qwen3-4B-think,HumanEval_140,2,1,3381,554,3935,0,36.357114
Qwen3-4B-think,HumanEval_140,3,1,5179,554,5733,0,56.268043
Qwen3-4B-think,HumanEval_140,3,2,3353,655,4008,0,35.845743
Qwen3-4B-think,HumanEval_140,3,3,5699,1089,6788,0,62.423369
Qwen3-4B-think,HumanEval_140,3,4,3078,1761,4839,0,33.449274
Qwen3-4B-think,HumanEval_140,3,5,2124,2231,4355,0,23.128672
Qwen3-4B-think,HumanEval_140,3,6,2183,2765,4948,0,23.972242
Qwen3-4B-think,HumanEval_140,4,1,4745,554,5299,0,51.411508
Qwen3-4B-think,HumanEval_140,4,2,4003,730,4733,0,43.046482
Qwen3-4B-think,HumanEval_140,4,3,3470,1177,4647,0,37.466591
Qwen3-4B-think,HumanEval_140,4,4,1814,1775,3589,0,19.572918
Qwen3-4B-think,HumanEval_140,4,5,1670,2297,3967,0,18.159282
Qwen3-4B-think,HumanEval_140,4,6,3678,2852,6530,0,40.837353
Qwen3-4B-think,HumanEval_141,0,1,2871,662,3533,0,30.898187
Qwen3-4B-think,HumanEval_141,1,1,2677,662,3339,0,28.758416
Qwen3-4B-think,HumanEval_141,2,1,2205,662,2867,0,23.665612
Qwen3-4B-think,HumanEval_141,3,1,2404,662,3066,0,25.818785
Qwen3-4B-think,HumanEval_141,4,1,1990,662,2652,0,21.38105
Qwen3-4B-think,HumanEval_142,0,1,3142,619,3761,0,33.817959
Qwen3-4B-think,HumanEval_142,1,1,1235,619,1854,0,13.264585
Qwen3-4B-think,HumanEval_142,2,1,2473,619,3092,0,26.553901
Qwen3-4B-think,HumanEval_142,3,1,1387,619,2006,0,14.884956
Qwen3-4B-think,HumanEval_142,4,1,1474,619,2093,0,15.808764
Qwen3-4B-think,HumanEval_143,0,1,1520,597,2117,0,16.34359
Qwen3-4B-think,HumanEval_143,1,1,1659,597,2256,0,17.77943
Qwen3-4B-think,HumanEval_143,2,1,1142,597,1739,0,12.308821
Qwen3-4B-think,HumanEval_143,3,1,1120,597,1717,0,12.043342
Qwen3-4B-think,HumanEval_143,4,1,1493,597,2090,0,16.007763
Qwen3-4B-think,HumanEval_144,0,1,1695,605,2300,0,18.154536
Qwen3-4B-think,HumanEval_144,1,1,2405,605,3010,0,25.826925
Qwen3-4B-think,HumanEval_144,2,1,1743,605,2348,0,18.681038
Qwen3-4B-think,HumanEval_144,3,1,1100,605,1705,0,11.845695
Qwen3-4B-think,HumanEval_144,4,1,2307,605,2912,0,24.758115
Qwen3-4B-think,HumanEval_145,0,1,12466,569,13035,0,142.538409
Qwen3-4B-think,HumanEval_145,0,2,2097,1245,3342,0,22.468274
Qwen3-4B-think,HumanEval_145,0,3,6505,1801,8306,0,72.44698
Qwen3-4B-think,HumanEval_145,0,4,1160,2592,3752,0,12.64013
Qwen3-4B-think,HumanEval_145,0,5,4567,3012,7579,0,51.106171
Qwen3-4B-think,HumanEval_145,0,6,7332,3627,10959,0,84.448854
Qwen3-4B-think,HumanEval_145,1,1,13603,569,14172,0,156.750819
Qwen3-4B-think,HumanEval_145,1,2,3741,1284,5025,0,40.529456
Qwen3-4B-think,HumanEval_145,1,3,6254,1803,8057,0,69.536557
Qwen3-4B-think,HumanEval_145,1,4,930,2570,3500,0,10.147074
Qwen3-4B-think,HumanEval_145,2,1,14916,569,15485,0,173.495605
Qwen3-4B-think,HumanEval_145,2,2,9287,1129,10416,0,104.509419
Qwen3-4B-think,HumanEval_145,2,3,5781,1788,7569,0,64.052903
Qwen3-4B-think,HumanEval_145,2,4,857,2722,3579,0,9.38495
Qwen3-4B-think,HumanEval_145,2,5,1248,3216,4464,0,13.732005
Qwen3-4B-think,HumanEval_145,2,6,1032,3880,4912,0,11.510687
Qwen3-4B-think,HumanEval_145,3,1,14071,569,14640,0,162.709112
Qwen3-4B-think,HumanEval_145,3,2,677,1207,1884,0,7.205531
Qwen3-4B-think,HumanEval_145,3,3,8536,1575,10111,0,96.145081
Qwen3-4B-think,HumanEval_145,3,4,760,2599,3359,0,8.308079
Qwen3-4B-think,HumanEval_145,3,5,4423,3026,7449,0,49.455336
Qwen3-4B-think,HumanEval_145,3,6,749,3788,4537,0,8.347323
Qwen3-4B-think,HumanEval_145,4,1,12727,569,13296,0,145.776853
Qwen3-4B-think,HumanEval_145,4,2,10498,1095,11593,0,119.08044
Qwen3-4B-think,HumanEval_145,4,3,979,1801,2780,0,10.539601
Qwen3-4B-think,HumanEval_145,4,4,10566,2628,13194,0,122.647217
Qwen3-4B-think,HumanEval_145,4,5,11333,3507,14840,0,133.907451
Qwen3-4B-think,HumanEval_145,4,6,2434,4476,6910,0,27.511719
Qwen3-4B-think,HumanEval_146,0,1,1822,577,2399,0,19.545631
Qwen3-4B-think,HumanEval_146,1,1,1936,577,2513,0,20.736614
Qwen3-4B-think,HumanEval_146,2,1,1847,577,2424,0,19.804523
Qwen3-4B-think,HumanEval_146,3,1,2203,577,2780,0,23.631601
Qwen3-4B-think,HumanEval_146,4,1,1870,577,2447,0,20.061305
Qwen3-4B-think,HumanEval_147,0,1,7802,616,8418,0,86.52526
Qwen3-4B-think,HumanEval_147,1,1,3107,616,3723,0,33.459935
Qwen3-4B-think,HumanEval_147,2,1,4043,616,4659,0,43.72308
Qwen3-4B-think,HumanEval_147,3,1,5961,616,6577,0,65.254623
Qwen3-4B-think,HumanEval_147,4,1,6017,616,6633,0,65.899168
Qwen3-4B-think,HumanEval_148,0,1,1771,659,2430,0,19.032381
Qwen3-4B-think,HumanEval_148,1,1,2181,659,2840,0,23.461983
Qwen3-4B-think,HumanEval_148,2,1,2673,659,3332,0,28.764589
Qwen3-4B-think,HumanEval_148,3,1,2276,659,2935,0,24.464733
Qwen3-4B-think,HumanEval_148,4,1,2105,659,2764,0,22.610212
Qwen3-4B-think,HumanEval_149,0,1,1857,635,2492,0,19.956852
Qwen3-4B-think,HumanEval_149,1,1,1677,635,2312,0,17.97606
Qwen3-4B-think,HumanEval_149,2,1,1460,635,2095,0,15.671416
Qwen3-4B-think,HumanEval_149,3,1,1346,635,1981,0,14.463158
Qwen3-4B-think,HumanEval_149,4,1,1395,635,2030,0,14.993236
Qwen3-4B-think,HumanEval_15,0,1,1171,516,1687,0,12.566051
Qwen3-4B-think,HumanEval_15,1,1,570,516,1086,0,6.24335
Qwen3-4B-think,HumanEval_15,2,1,545,516,1061,0,5.979009
Qwen3-4B-think,HumanEval_15,3,1,1136,516,1652,0,12.195869
Qwen3-4B-think,HumanEval_15,4,1,920,516,1436,0,9.906754
Qwen3-4B-think,HumanEval_150,0,1,1127,538,1665,0,12.143407
Qwen3-4B-think,HumanEval_150,1,1,1377,538,1915,0,14.760215
Qwen3-4B-think,HumanEval_150,2,1,1472,538,2010,0,15.759032
Qwen3-4B-think,HumanEval_150,3,1,1061,538,1599,0,11.396763
Qwen3-4B-think,HumanEval_150,4,1,1248,538,1786,0,13.381644
Qwen3-4B-think,HumanEval_151,0,1,1946,587,2533,0,20.859973
Qwen3-4B-think,HumanEval_151,1,1,3415,587,4002,0,36.780624
Qwen3-4B-think,HumanEval_151,2,1,3035,587,3622,0,32.66778
Qwen3-4B-think,HumanEval_151,3,1,4821,587,5408,0,52.337606
Qwen3-4B-think,HumanEval_151,4,1,2649,587,3236,0,28.435872
Qwen3-4B-think,HumanEval_152,0,1,1055,678,1733,0,11.384906
Qwen3-4B-think,HumanEval_152,1,1,795,678,1473,0,8.609207
Qwen3-4B-think,HumanEval_152,2,1,984,678,1662,0,10.615697
Qwen3-4B-think,HumanEval_152,3,1,784,678,1462,0,8.486341
Qwen3-4B-think,HumanEval_152,4,1,858,678,1536,0,9.265465
Qwen3-4B-think,HumanEval_153,0,1,1796,725,2521,0,19.345751
Qwen3-4B-think,HumanEval_153,1,1,1933,725,2658,0,20.766995
Qwen3-4B-think,HumanEval_153,2,1,1664,725,2389,0,17.874771
Qwen3-4B-think,HumanEval_153,3,1,2016,725,2741,0,21.644125
Qwen3-4B-think,HumanEval_153,4,1,3214,725,3939,0,34.657274
Qwen3-4B-think,HumanEval_154,0,1,2657,577,3234,0,28.52307
Qwen3-4B-think,HumanEval_154,1,1,2614,577,3191,0,28.046908
Qwen3-4B-think,HumanEval_154,2,1,2334,577,2911,0,25.016818
Qwen3-4B-think,HumanEval_154,3,1,2938,577,3515,0,31.580304
Qwen3-4B-think,HumanEval_154,4,1,3234,577,3811,0,34.797699
Qwen3-4B-think,HumanEval_155,0,1,1019,516,1535,0,10.970338
Qwen3-4B-think,HumanEval_155,1,1,915,516,1431,0,9.871435
Qwen3-4B-think,HumanEval_155,2,1,1039,516,1555,0,11.19134
Qwen3-4B-think,HumanEval_155,3,1,996,516,1512,0,10.692864
Qwen3-4B-think,HumanEval_155,4,1,1049,516,1565,0,11.277368
Qwen3-4B-think,HumanEval_156,0,1,1600,556,2156,0,17.178833
Qwen3-4B-think,HumanEval_156,1,1,1360,556,1916,0,14.576137
Qwen3-4B-think,HumanEval_156,2,1,2062,556,2618,0,22.109366
Qwen3-4B-think,HumanEval_156,3,1,1438,556,1994,0,15.404161
Qwen3-4B-think,HumanEval_156,4,1,1537,556,2093,0,16.527882
Qwen3-4B-think,HumanEval_157,0,1,1547,557,2104,0,16.587879
Qwen3-4B-think,HumanEval_157,1,1,1030,557,1587,0,11.087016
Qwen3-4B-think,HumanEval_157,2,1,1726,557,2283,0,18.51133
Qwen3-4B-think,HumanEval_157,3,1,1250,557,1807,0,13.413229
Qwen3-4B-think,HumanEval_157,4,1,1096,557,1653,0,11.7797
Qwen3-4B-think,HumanEval_158,0,1,1604,568,2172,0,17.191027
Qwen3-4B-think,HumanEval_158,1,1,2961,568,3529,0,31.857423
Qwen3-4B-think,HumanEval_158,2,1,1794,568,2362,0,19.219967
Qwen3-4B-think,HumanEval_158,3,1,1766,568,2334,0,18.950935
Qwen3-4B-think,HumanEval_158,4,1,1951,568,2519,0,20.887571
Qwen3-4B-think,HumanEval_159,0,1,1310,738,2048,0,14.121698
Qwen3-4B-think,HumanEval_159,1,1,1139,738,1877,0,12.309594
Qwen3-4B-think,HumanEval_159,2,1,1930,738,2668,0,20.756755
Qwen3-4B-think,HumanEval_159,3,1,1159,738,1897,0,12.478391
Qwen3-4B-think,HumanEval_159,4,1,2512,738,3250,0,27.027047
Qwen3-4B-think,HumanEval_16,0,1,725,518,1243,0,7.900015
Qwen3-4B-think,HumanEval_16,1,1,613,518,1131,0,6.681755
Qwen3-4B-think,HumanEval_16,2,1,742,518,1260,0,8.040714
Qwen3-4B-think,HumanEval_16,3,1,713,518,1231,0,7.76579
Qwen3-4B-think,HumanEval_16,4,1,569,518,1087,0,6.247064
Qwen3-4B-think,HumanEval_160,0,1,1885,655,2540,0,20.223921
Qwen3-4B-think,HumanEval_160,1,1,2288,655,2943,0,24.547412
Qwen3-4B-think,HumanEval_160,2,1,2144,655,2799,0,23.000591
Qwen3-4B-think,HumanEval_160,3,1,1780,655,2435,0,19.092361
Qwen3-4B-think,HumanEval_160,4,1,2138,655,2793,0,22.964027
Qwen3-4B-think,HumanEval_161,0,1,1237,559,1796,0,13.28775
Qwen3-4B-think,HumanEval_161,1,1,1102,559,1661,0,11.865973
Qwen3-4B-think,HumanEval_161,2,1,1323,559,1882,0,14.190259
Qwen3-4B-think,HumanEval_161,3,1,1150,559,1709,0,12.349953
Qwen3-4B-think,HumanEval_161,4,1,952,559,1511,0,10.271564
Qwen3-4B-think,HumanEval_162,0,1,550,534,1084,0,6.045941
Qwen3-4B-think,HumanEval_162,1,1,1107,534,1641,0,11.931773
Qwen3-4B-think,HumanEval_162,2,1,485,534,1019,0,5.367616
Qwen3-4B-think,HumanEval_162,3,1,1022,534,1556,0,11.016808
Qwen3-4B-think,HumanEval_162,4,1,1116,534,1650,0,11.986164
Qwen3-4B-think,HumanEval_163,0,1,7306,554,7860,0,80.531362
Qwen3-4B-think,HumanEval_163,0,2,4966,730,5696,0,53.802325
Qwen3-4B-think,HumanEval_163,0,3,6185,955,7140,0,67.886555
Qwen3-4B-think,HumanEval_163,0,4,6557,1179,7736,0,72.407573
Qwen3-4B-think,HumanEval_163,0,5,933,1889,2822,0,10.07964
Qwen3-4B-think,HumanEval_163,0,6,4097,2525,6622,0,45.406654
Qwen3-4B-think,HumanEval_163,1,1,5062,554,5616,0,55.00375
Qwen3-4B-think,HumanEval_163,1,2,7010,759,7769,0,77.155303
Qwen3-4B-think,HumanEval_163,1,3,6600,962,7562,0,72.657619
Qwen3-4B-think,HumanEval_163,1,4,3156,1730,4886,0,34.329182
Qwen3-4B-think,HumanEval_163,1,5,9792,2285,12077,0,112.541701
Qwen3-4B-think,HumanEval_163,1,6,2477,2970,5447,0,27.363894
Qwen3-4B-think,HumanEval_163,2,1,4883,554,5437,0,52.965476
Qwen3-4B-think,HumanEval_163,3,1,8420,554,8974,0,93.486148
Qwen3-4B-think,HumanEval_163,3,2,3866,731,4597,0,41.532627
Qwen3-4B-think,HumanEval_163,3,3,1051,1392,2443,0,11.236208
Qwen3-4B-think,HumanEval_163,3,4,3684,1710,5394,0,40.162598
Qwen3-4B-think,HumanEval_163,3,5,2425,2317,4742,0,26.474378
Qwen3-4B-think,HumanEval_163,3,6,2048,2927,4975,0,22.536257
Qwen3-4B-think,HumanEval_163,4,1,2139,554,2693,0,22.924751
Qwen3-4B-think,HumanEval_163,4,2,5278,760,6038,0,57.360375
Qwen3-4B-think,HumanEval_163,4,3,6712,1147,7859,0,74.142669
Qwen3-4B-think,HumanEval_163,4,4,1669,1953,3622,0,18.05389
Qwen3-4B-think,HumanEval_163,4,5,3581,2554,6135,0,39.536732
Qwen3-4B-think,HumanEval_163,4,6,4302,3229,7531,0,48.226734
Qwen3-4B-think,HumanEval_17,0,1,1384,620,2004,0,14.865341
Qwen3-4B-think,HumanEval_17,1,1,1484,620,2104,0,15.916713
Qwen3-4B-think,HumanEval_17,2,1,1207,620,1827,0,12.964925
Qwen3-4B-think,HumanEval_17,3,1,956,620,1576,0,10.303703
Qwen3-4B-think,HumanEval_17,4,1,1074,620,1694,0,11.555584
Qwen3-4B-think,HumanEval_18,0,1,1623,536,2159,0,17.366203
Qwen3-4B-think,HumanEval_18,1,1,1907,536,2443,0,20.389764
Qwen3-4B-think,HumanEval_18,2,1,2844,536,3380,0,30.555858
Qwen3-4B-think,HumanEval_18,3,1,1767,536,2303,0,18.93072
Qwen3-4B-think,HumanEval_18,4,1,2719,536,3255,0,29.160638
Qwen3-4B-think,HumanEval_19,0,1,1610,553,2163,0,17.258318
Qwen3-4B-think,HumanEval_19,1,1,2158,553,2711,0,23.135701
Qwen3-4B-think,HumanEval_19,2,1,1158,553,1711,0,12.507238
Qwen3-4B-think,HumanEval_19,3,1,1860,553,2413,0,19.920228
Qwen3-4B-think,HumanEval_19,4,1,1940,553,2493,0,20.774058
Qwen3-4B-think,HumanEval_2,0,1,605,533,1138,0,6.6219
Qwen3-4B-think,HumanEval_2,1,1,569,533,1102,0,6.222577
Qwen3-4B-think,HumanEval_2,2,1,1257,533,1790,0,13.497855
Qwen3-4B-think,HumanEval_2,3,1,556,533,1089,0,6.098686
Qwen3-4B-think,HumanEval_2,4,1,760,533,1293,0,8.235429
Qwen3-4B-think,HumanEval_20,0,1,2358,614,2972,0,25.294477
Qwen3-4B-think,HumanEval_20,1,1,2606,614,3220,0,28.003636
Qwen3-4B-think,HumanEval_20,2,1,4497,614,5111,0,48.765348
Qwen3-4B-think,HumanEval_20,3,1,4434,614,5048,0,48.084161
Qwen3-4B-think,HumanEval_20,4,1,2502,614,3116,0,26.875788
Qwen3-4B-think,HumanEval_21,0,1,1086,573,1659,0,11.678279
Qwen3-4B-think,HumanEval_21,1,1,738,573,1311,0,7.993836
Qwen3-4B-think,HumanEval_21,2,1,1200,573,1773,0,12.868817
Qwen3-4B-think,HumanEval_21,3,1,1616,573,2189,0,17.301932
Qwen3-4B-think,HumanEval_21,4,1,1700,573,2273,0,18.217216
Qwen3-4B-think,HumanEval_22,0,1,745,540,1285,0,8.066361
Qwen3-4B-think,HumanEval_22,1,1,1710,540,2250,0,18.311197
Qwen3-4B-think,HumanEval_22,2,1,1822,540,2362,0,19.495737
Qwen3-4B-think,HumanEval_22,3,1,1368,540,1908,0,14.664807
Qwen3-4B-think,HumanEval_22,4,1,2154,540,2694,0,23.059737
Qwen3-4B-think,HumanEval_23,0,1,402,491,893,0,4.474063
Qwen3-4B-think,HumanEval_23,1,1,310,491,801,0,3.50864
Qwen3-4B-think,HumanEval_23,2,1,347,491,838,0,3.885613
Qwen3-4B-think,HumanEval_23,3,1,449,491,940,0,4.980749
Qwen3-4B-think,HumanEval_23,4,1,302,491,793,0,3.403609
Qwen3-4B-think,HumanEval_24,0,1,1918,501,2419,0,20.51471
Qwen3-4B-think,HumanEval_24,1,1,1437,501,1938,0,15.40376
Qwen3-4B-think,HumanEval_24,2,1,2105,501,2606,0,22.519343
Qwen3-4B-think,HumanEval_24,3,1,2227,501,2728,0,23.828535
Qwen3-4B-think,HumanEval_24,4,1,2168,501,2669,0,23.200097
Qwen3-4B-think,HumanEval_25,0,1,2517,576,3093,0,26.991574
Qwen3-4B-think,HumanEval_25,1,1,1787,576,2363,0,19.151267
Qwen3-4B-think,HumanEval_25,2,1,1914,576,2490,0,20.526429
Qwen3-4B-think,HumanEval_25,3,1,2148,576,2724,0,23.044631
Qwen3-4B-think,HumanEval_25,4,1,2233,576,2809,0,23.933711
Qwen3-4B-think,HumanEval_26,0,1,1441,532,1973,0,15.419267
Qwen3-4B-think,HumanEval_26,1,1,1163,532,1695,0,12.509891
Qwen3-4B-think,HumanEval_26,2,1,5300,532,5832,0,57.593067
Qwen3-4B-think,HumanEval_26,3,1,3061,532,3593,0,32.879068
Qwen3-4B-think,HumanEval_26,4,1,1463,532,1995,0,15.666354
Qwen3-4B-think,HumanEval_27,0,1,999,496,1495,0,10.736975
Qwen3-4B-think,HumanEval_27,1,1,1050,496,1546,0,11.29923
Qwen3-4B-think,HumanEval_27,2,1,432,496,928,0,4.808229
Qwen3-4B-think,HumanEval_27,3,1,470,496,966,0,5.197424
Qwen3-4B-think,HumanEval_27,4,1,551,496,1047,0,6.043404
Qwen3-4B-think,HumanEval_28,0,1,360,505,865,0,4.031866
Qwen3-4B-think,HumanEval_28,1,1,428,505,933,0,4.74144
Qwen3-4B-think,HumanEval_28,2,1,425,505,930,0,4.727782
Qwen3-4B-think,HumanEval_28,3,1,397,505,902,0,4.410235
Qwen3-4B-think,HumanEval_28,4,1,359,505,864,0,4.022387
Qwen3-4B-think,HumanEval_29,0,1,694,535,1229,0,7.526273
Qwen3-4B-think,HumanEval_29,1,1,839,535,1374,0,9.059042
Qwen3-4B-think,HumanEval_29,2,1,622,535,1157,0,6.770904
Qwen3-4B-think,HumanEval_29,3,1,716,535,1251,0,7.768451
Qwen3-4B-think,HumanEval_29,4,1,649,535,1184,0,7.050938
Qwen3-4B-think,HumanEval_3,0,1,803,567,1370,0,8.695463
Qwen3-4B-think,HumanEval_3,1,1,617,567,1184,0,6.734924
Qwen3-4B-think,HumanEval_3,2,1,569,567,1136,0,6.261442
Qwen3-4B-think,HumanEval_3,3,1,460,567,1027,0,5.089811
Qwen3-4B-think,HumanEval_3,4,1,730,567,1297,0,7.926905
Qwen3-4B-think,HumanEval_30,0,1,547,566,1113,0,5.994589
Qwen3-4B-think,HumanEval_30,1,1,617,566,1183,0,6.73601
Qwen3-4B-think,HumanEval_30,2,1,661,566,1227,0,7.196293
Qwen3-4B-think,HumanEval_30,3,1,486,566,1052,0,5.358866
Qwen3-4B-think,HumanEval_30,4,1,551,566,1117,0,6.03835
Qwen3-4B-think,HumanEval_31,0,1,1224,554,1778,0,13.126113
Qwen3-4B-think,HumanEval_31,1,1,2191,554,2745,0,23.457026
Qwen3-4B-think,HumanEval_31,2,1,2417,554,2971,0,25.912214
Qwen3-4B-think,HumanEval_31,3,1,1392,554,1946,0,14.937625
Qwen3-4B-think,HumanEval_31,4,1,2043,554,2597,0,21.870152
Qwen3-4B-think,HumanEval_32,0,1,40249,709,40958,0,554.37728
Qwen3-4B-think,HumanEval_32,1,1,12103,709,12812,0,138.25702
Qwen3-4B-think,HumanEval_32,1,2,9033,1489,10522,0,101.965306
Qwen3-4B-think,HumanEval_32,1,3,7055,2515,9570,0,79.742948
Qwen3-4B-think,HumanEval_32,1,4,7257,3308,10565,0,83.101527
Qwen3-4B-think,HumanEval_32,1,5,4127,4218,8345,0,46.955543
Qwen3-4B-think,HumanEval_32,1,6,3435,5020,8455,0,39.350178
Qwen3-4B-think,HumanEval_32,2,1,40249,709,40958,0,554.616248
Qwen3-4B-think,HumanEval_32,3,1,40249,709,40958,0,554.603792
Qwen3-4B-think,HumanEval_32,4,1,12194,709,12903,0,139.435751
Qwen3-4B-think,HumanEval_32,4,2,1550,1556,3106,0,16.649739
Qwen3-4B-think,HumanEval_32,4,3,6267,2159,8426,0,70.095096
Qwen3-4B-think,HumanEval_32,4,4,2157,2897,5054,0,23.751239
Qwen3-4B-think,HumanEval_32,4,5,6756,3619,10375,0,77.461406
Qwen3-4B-think,HumanEval_32,4,6,3093,4411,7504,0,35.010926
Qwen3-4B-think,HumanEval_33,0,1,1827,598,2425,0,19.570876
Qwen3-4B-think,HumanEval_33,1,1,2305,598,2903,0,24.775349
Qwen3-4B-think,HumanEval_33,2,1,2276,598,2874,0,24.443141
Qwen3-4B-think,HumanEval_33,3,1,2243,598,2841,0,24.054279
Qwen3-4B-think,HumanEval_33,4,1,1916,598,2514,0,20.522573
Qwen3-4B-think,HumanEval_34,0,1,1856,525,2381,0,19.859545
Qwen3-4B-think,HumanEval_34,1,1,1942,525,2467,0,20.859681
Qwen3-4B-think,HumanEval_34,2,1,1623,525,2148,0,17.364755
Qwen3-4B-think,HumanEval_34,3,1,982,525,1507,0,10.581326
Qwen3-4B-think,HumanEval_34,4,1,1649,525,2174,0,17.672138
Qwen3-4B-think,HumanEval_35,0,1,454,535,989,0,5.014267
Qwen3-4B-think,HumanEval_35,1,1,483,535,1018,0,5.360169
Qwen3-4B-think,HumanEval_35,2,1,636,535,1171,0,6.916031
Qwen3-4B-think,HumanEval_35,3,1,488,535,1023,0,5.392451
Qwen3-4B-think,HumanEval_35,4,1,885,535,1420,0,9.543027
Qwen3-4B-think,HumanEval_36,0,1,1955,532,2487,0,20.942356
Qwen3-4B-think,HumanEval_36,1,1,2130,532,2662,0,22.847421
Qwen3-4B-think,HumanEval_36,2,1,2214,532,2746,0,23.708406
Qwen3-4B-think,HumanEval_36,3,1,1831,532,2363,0,19.582765
Qwen3-4B-think,HumanEval_36,4,1,2550,532,3082,0,27.318693
Qwen3-4B-think,HumanEval_37,0,1,2839,571,3410,0,30.511206
Qwen3-4B-think,HumanEval_37,1,1,3841,571,4412,0,41.566946
Qwen3-4B-think,HumanEval_37,2,1,1293,571,1864,0,13.872997
Qwen3-4B-think,HumanEval_37,3,1,1705,571,2276,0,18.259105
Qwen3-4B-think,HumanEval_37,4,1,2294,571,2865,0,24.598337
Qwen3-4B-think,HumanEval_38,0,1,1757,606,2363,0,18.857971
Qwen3-4B-think,HumanEval_38,0,2,39872,1086,40958,0,550.790128
Qwen3-4B-think,HumanEval_38,1,1,1641,606,2247,0,17.578668
Qwen3-4B-think,HumanEval_38,1,2,39905,1053,40958,0,550.929825
Qwen3-4B-think,HumanEval_38,2,1,1848,606,2454,0,19.825026
Qwen3-4B-think,HumanEval_38,2,2,3830,1080,4910,0,41.373211
Qwen3-4B-think,HumanEval_38,2,3,2012,1943,3955,0,21.788863
Qwen3-4B-think,HumanEval_38,2,4,1730,2659,4389,0,18.937834
Qwen3-4B-think,HumanEval_38,2,5,2349,3436,5785,0,26.120419
Qwen3-4B-think,HumanEval_38,2,6,2031,4321,6352,0,22.869164
Qwen3-4B-think,HumanEval_38,3,1,1447,606,2053,0,15.536762
Qwen3-4B-think,HumanEval_38,3,2,1876,1068,2944,0,19.995122
Qwen3-4B-think,HumanEval_38,3,3,986,1812,2798,0,10.608953
Qwen3-4B-think,HumanEval_38,4,1,1557,606,2163,0,16.711832
Qwen3-4B-think,HumanEval_38,4,2,39874,1084,40958,0,550.789385
Qwen3-4B-think,HumanEval_39,0,1,4374,547,4921,0,47.383981
Qwen3-4B-think,HumanEval_39,1,1,4346,547,4893,0,47.13831
Qwen3-4B-think,HumanEval_39,2,1,3969,547,4516,0,42.858111
Qwen3-4B-think,HumanEval_39,3,1,3646,547,4193,0,39.353373
Qwen3-4B-think,HumanEval_39,4,1,3786,547,4333,0,40.925731
Qwen3-4B-think,HumanEval_4,0,1,785,565,1350,0,8.504392
Qwen3-4B-think,HumanEval_4,1,1,895,565,1460,0,9.667743
Qwen3-4B-think,HumanEval_4,2,1,737,565,1302,0,8.000178
Qwen3-4B-think,HumanEval_4,3,1,874,565,1439,0,9.441505
Qwen3-4B-think,HumanEval_4,4,1,884,565,1449,0,9.549679
Qwen3-4B-think,HumanEval_40,0,1,3872,607,4479,0,41.801557
Qwen3-4B-think,HumanEval_40,1,1,3165,607,3772,0,34.04572
Qwen3-4B-think,HumanEval_40,2,1,6572,607,7179,0,72.181673
Qwen3-4B-think,HumanEval_40,3,1,5479,607,6086,0,59.758612
Qwen3-4B-think,HumanEval_40,4,1,6062,607,6669,0,66.390683
Qwen3-4B-think,HumanEval_41,0,1,539,599,1138,0,5.931957
Qwen3-4B-think,HumanEval_41,1,1,797,599,1396,0,8.654693
Qwen3-4B-think,HumanEval_41,2,1,831,599,1430,0,9.000255
Qwen3-4B-think,HumanEval_41,3,1,731,599,1330,0,7.960462
Qwen3-4B-think,HumanEval_41,4,1,778,599,1377,0,8.424848
Qwen3-4B-think,HumanEval_42,0,1,654,561,1215,0,7.145626
Qwen3-4B-think,HumanEval_42,1,1,690,561,1251,0,7.522364
Qwen3-4B-think,HumanEval_42,2,1,637,561,1198,0,6.936183
Qwen3-4B-think,HumanEval_42,3,1,686,561,1247,0,7.449562
Qwen3-4B-think,HumanEval_42,4,1,745,561,1306,0,8.076506
Qwen3-4B-think,HumanEval_43,0,1,6300,605,6905,0,69.106176
Qwen3-4B-think,HumanEval_43,1,1,7430,605,8035,0,82.132164
Qwen3-4B-think,HumanEval_43,2,1,3072,605,3677,0,33.042494
Qwen3-4B-think,HumanEval_43,3,1,2479,605,3084,0,26.600049
Qwen3-4B-think,HumanEval_43,4,1,3570,605,4175,0,38.490347
Qwen3-4B-think,HumanEval_44,0,1,1529,545,2074,0,16.397056
Qwen3-4B-think,HumanEval_44,1,1,1978,545,2523,0,21.206521
Qwen3-4B-think,HumanEval_44,2,1,2396,545,2941,0,25.699015
Qwen3-4B-think,HumanEval_44,3,1,2312,545,2857,0,24.7779
